[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_021.lcd
Output Date,9/9/2023
Output Time,10:40:29 AM

[File Information]
Type,Data File
Generated,9/9/2023 9:50:07 AM
Generated by,System Administrator
Modified,9/9/2023 10:40:29 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,9/9/2023 9:50:28 AM
Sample Type,0:Unknown
Level,0
Sample Name,230908_B.theta_2_5
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,20
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_021.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,7
0.00833,7
0.01667,-0
0.02500,-0
0.03333,-0
0.04167,0
0.05000,1
0.05833,2
0.06667,2
0.07500,1
0.08333,1
0.09167,1
0.10000,1
0.10833,0
0.11667,1
0.12500,1
0.13333,0
0.14167,0
0.15000,1
0.15833,1
0.16667,1
0.17500,0
0.18333,0
0.19167,0
0.20000,0
0.20833,0
0.21667,-0
0.22500,-1
0.23333,-1
0.24167,-2
0.25000,-1
0.25833,-0
0.26667,0
0.27500,-0
0.28333,-1
0.29167,-0
0.30000,-0
0.30833,-1
0.31667,-2
0.32500,-2
0.33333,-1
0.34167,-1
0.35000,-1
0.35833,-2
0.36667,-2
0.37500,-3
0.38333,-3
0.39167,-3
0.40000,-3
0.40833,-2
0.41667,-3
0.42500,-3
0.43333,-4
0.44167,-5
0.45000,-5
0.45833,-5
0.46667,-5
0.47500,-5
0.48333,-4
0.49167,-4
0.50000,-4
0.50833,-3
0.51667,-3
0.52500,-3
0.53333,-4
0.54167,-5
0.55000,-6
0.55833,-7
0.56667,-7
0.57500,-7
0.58333,-7
0.59167,-7
0.60000,-6
0.60833,-7
0.61667,-7
0.62500,-7
0.63333,-7
0.64167,-7
0.65000,-7
0.65833,-7
0.66667,-8
0.67500,-9
0.68333,-9
0.69167,-10
0.70000,-10
0.70833,-10
0.71667,-9
0.72500,-10
0.73333,-10
0.74167,-11
0.75000,-11
0.75833,-12
0.76667,-12
0.77500,-12
0.78333,-13
0.79167,-13
0.80000,-13
0.80833,-13
0.81667,-13
0.82500,-13
0.83333,-13
0.84167,-13
0.85000,-13
0.85833,-12
0.86667,-11
0.87500,-12
0.88333,-13
0.89167,-13
0.90000,-13
0.90833,-14
0.91667,-13
0.92500,-13
0.93333,-13
0.94167,-14
0.95000,-15
0.95833,-15
0.96667,-15
0.97500,-15
0.98333,-15
0.99167,-15
1.00000,-16
1.00833,-17
1.01667,-17
1.02500,-16
1.03333,-17
1.04167,-17
1.05000,-18
1.05833,-18
1.06667,-18
1.07500,-18
1.08333,-18
1.09167,-18
1.10000,-19
1.10833,-19
1.11667,-19
1.12500,-19
1.13333,-18
1.14167,-18
1.15000,-18
1.15833,-18
1.16667,-18
1.17500,-19
1.18333,-19
1.19167,-20
1.20000,-20
1.20833,-20
1.21667,-21
1.22500,-22
1.23333,-21
1.24167,-21
1.25000,-21
1.25833,-21
1.26667,-22
1.27500,-22
1.28333,-21
1.29167,-21
1.30000,-21
1.30833,-21
1.31667,-22
1.32500,-22
1.33333,-22
1.34167,-23
1.35000,-24
1.35833,-24
1.36667,-24
1.37500,-24
1.38333,-23
1.39167,-22
1.40000,-23
1.40833,-23
1.41667,-22
1.42500,-22
1.43333,-23
1.44167,-23
1.45000,-23
1.45833,-24
1.46667,-24
1.47500,-23
1.48333,-23
1.49167,-23
1.50000,-24
1.50833,-24
1.51667,-24
1.52500,-24
1.53333,-23
1.54167,-23
1.55000,-23
1.55833,-24
1.56667,-24
1.57500,-24
1.58333,-25
1.59167,-25
1.60000,-25
1.60833,-26
1.61667,-25
1.62500,-25
1.63333,-26
1.64167,-26
1.65000,-25
1.65833,-25
1.66667,-24
1.67500,-23
1.68333,-24
1.69167,-25
1.70000,-25
1.70833,-24
1.71667,-24
1.72500,-23
1.73333,-22
1.74167,-22
1.75000,-23
1.75833,-24
1.76667,-25
1.77500,-24
1.78333,-24
1.79167,-24
1.80000,-25
1.80833,-25
1.81667,-26
1.82500,-25
1.83333,-24
1.84167,-23
1.85000,-23
1.85833,-24
1.86667,-24
1.87500,-24
1.88333,-23
1.89167,-23
1.90000,-23
1.90833,-24
1.91667,-25
1.92500,-24
1.93333,-24
1.94167,-24
1.95000,-24
1.95833,-24
1.96667,-24
1.97500,-24
1.98333,-24
1.99167,-23
2.00000,-23
2.00833,-23
2.01667,-24
2.02500,-25
2.03333,-25
2.04167,-25
2.05000,-25
2.05833,-25
2.06667,-25
2.07500,-24
2.08333,-24
2.09167,-23
2.10000,-22
2.10833,-22
2.11667,-23
2.12500,-24
2.13333,-24
2.14167,-23
2.15000,-23
2.15833,-23
2.16667,-23
2.17500,-24
2.18333,-24
2.19167,-23
2.20000,-23
2.20833,-23
2.21667,-24
2.22500,-25
2.23333,-25
2.24167,-25
2.25000,-25
2.25833,-25
2.26667,-25
2.27500,-25
2.28333,-24
2.29167,-24
2.30000,-24
2.30833,-24
2.31667,-24
2.32500,-24
2.33333,-25
2.34167,-25
2.35000,-25
2.35833,-25
2.36667,-25
2.37500,-25
2.38333,-25
2.39167,-25
2.40000,-25
2.40833,-24
2.41667,-24
2.42500,-25
2.43333,-25
2.44167,-25
2.45000,-25
2.45833,-25
2.46667,-25
2.47500,-25
2.48333,-25
2.49167,-25
2.50000,-24
2.50833,-24
2.51667,-24
2.52500,-23
2.53333,-22
2.54167,-23
2.55000,-24
2.55833,-25
2.56667,-26
2.57500,-26
2.58333,-25
2.59167,-25
2.60000,-26
2.60833,-25
2.61667,-25
2.62500,-24
2.63333,-24
2.64167,-24
2.65000,-25
2.65833,-25
2.66667,-25
2.67500,-25
2.68333,-25
2.69167,-25
2.70000,-25
2.70833,-25
2.71667,-24
2.72500,-23
2.73333,-23
2.74167,-23
2.75000,-24
2.75833,-24
2.76667,-24
2.77500,-23
2.78333,-23
2.79167,-23
2.80000,-23
2.80833,-23
2.81667,-23
2.82500,-22
2.83333,-22
2.84167,-22
2.85000,-23
2.85833,-23
2.86667,-23
2.87500,-23
2.88333,-23
2.89167,-23
2.90000,-24
2.90833,-25
2.91667,-24
2.92500,-24
2.93333,-24
2.94167,-24
2.95000,-24
2.95833,-24
2.96667,-24
2.97500,-24
2.98333,-24
2.99167,-23
3.00000,-22
3.00833,-22
3.01667,-22
3.02500,-23
3.03333,-23
3.04167,-23
3.05000,-23
3.05833,-23
3.06667,-24
3.07500,-23
3.08333,-23
3.09167,-23
3.10000,-22
3.10833,-22
3.11667,-23
3.12500,-23
3.13333,-22
3.14167,-22
3.15000,-23
3.15833,-23
3.16667,-23
3.17500,-23
3.18333,-23
3.19167,-23
3.20000,-24
3.20833,-24
3.21667,-23
3.22500,-22
3.23333,-23
3.24167,-24
3.25000,-24
3.25833,-24
3.26667,-24
3.27500,-24
3.28333,-24
3.29167,-23
3.30000,-23
3.30833,-23
3.31667,-23
3.32500,-23
3.33333,-23
3.34167,-23
3.35000,-22
3.35833,-22
3.36667,-22
3.37500,-23
3.38333,-22
3.39167,-21
3.40000,-20
3.40833,-20
3.41667,-21
3.42500,-21
3.43333,-22
3.44167,-23
3.45000,-23
3.45833,-25
3.46667,-25
3.47500,-25
3.48333,-25
3.49167,-25
3.50000,-25
3.50833,-26
3.51667,-25
3.52500,-25
3.53333,-25
3.54167,-25
3.55000,-25
3.55833,-25
3.56667,-25
3.57500,-25
3.58333,-24
3.59167,-24
3.60000,-24
3.60833,-24
3.61667,-24
3.62500,-26
3.63333,-26
3.64167,-25
3.65000,-25
3.65833,-25
3.66667,-25
3.67500,-25
3.68333,-26
3.69167,-26
3.70000,-26
3.70833,-26
3.71667,-25
3.72500,-26
3.73333,-26
3.74167,-25
3.75000,-24
3.75833,-24
3.76667,-23
3.77500,-23
3.78333,-24
3.79167,-23
3.80000,-24
3.80833,-25
3.81667,-26
3.82500,-26
3.83333,-26
3.84167,-25
3.85000,-25
3.85833,-25
3.86667,-25
3.87500,-24
3.88333,-24
3.89167,-24
3.90000,-24
3.90833,-24
3.91667,-24
3.92500,-23
3.93333,-24
3.94167,-25
3.95000,-24
3.95833,-24
3.96667,-24
3.97500,-24
3.98333,-23
3.99167,-23
4.00000,-24
4.00833,-24
4.01667,-23
4.02500,-23
4.03333,-24
4.04167,-25
4.05000,-25
4.05833,-25
4.06667,-25
4.07500,-25
4.08333,-24
4.09167,-25
4.10000,-25
4.10833,-25
4.11667,-26
4.12500,-26
4.13333,-26
4.14167,-26
4.15000,-25
4.15833,-25
4.16667,-24
4.17500,-24
4.18333,-23
4.19167,-22
4.20000,-22
4.20833,-22
4.21667,-22
4.22500,-21
4.23333,-21
4.24167,-22
4.25000,-22
4.25833,-22
4.26667,-23
4.27500,-23
4.28333,-24
4.29167,-24
4.30000,-23
4.30833,-23
4.31667,-23
4.32500,-23
4.33333,-22
4.34167,-22
4.35000,-23
4.35833,-24
4.36667,-24
4.37500,-23
4.38333,-23
4.39167,-22
4.40000,-22
4.40833,-22
4.41667,-22
4.42500,-22
4.43333,-22
4.44167,-22
4.45000,-23
4.45833,-23
4.46667,-23
4.47500,-22
4.48333,-23
4.49167,-23
4.50000,-23
4.50833,-23
4.51667,-23
4.52500,-22
4.53333,-22
4.54167,-21
4.55000,-21
4.55833,-22
4.56667,-22
4.57500,-23
4.58333,-22
4.59167,-22
4.60000,-23
4.60833,-24
4.61667,-24
4.62500,-23
4.63333,-22
4.64167,-22
4.65000,-23
4.65833,-23
4.66667,-23
4.67500,-23
4.68333,-24
4.69167,-23
4.70000,-23
4.70833,-23
4.71667,-22
4.72500,-22
4.73333,-22
4.74167,-23
4.75000,-23
4.75833,-23
4.76667,-23
4.77500,-22
4.78333,-22
4.79167,-21
4.80000,-22
4.80833,-23
4.81667,-23
4.82500,-23
4.83333,-24
4.84167,-24
4.85000,-24
4.85833,-23
4.86667,-22
4.87500,-22
4.88333,-22
4.89167,-22
4.90000,-23
4.90833,-22
4.91667,-22
4.92500,-22
4.93333,-22
4.94167,-22
4.95000,-21
4.95833,-21
4.96667,-21
4.97500,-21
4.98333,-21
4.99167,-21
5.00000,-22
5.00833,-22
5.01667,-22
5.02500,-23
5.03333,-23
5.04167,-24
5.05000,-23
5.05833,-23
5.06667,-23
5.07500,-22
5.08333,-22
5.09167,-22
5.10000,-22
5.10833,-23
5.11667,-23
5.12500,-23
5.13333,-23
5.14167,-22
5.15000,-22
5.15833,-22
5.16667,-22
5.17500,-23
5.18333,-23
5.19167,-22
5.20000,-22
5.20833,-23
