[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_022.lcd
Output Date,8/12/2023
Output Time,12:00:22 PM

[File Information]
Type,Data File
Generated,8/12/2023 11:10:00 AM
Generated by,System Administrator
Modified,8/12/2023 12:00:22 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,8/12/2023 11:10:21 AM
Sample Type,0:Unknown
Level,0
Sample Name,230811_R.bromii_1
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,21
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_022.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,30
0.00833,30
0.01667,4
0.02500,0
0.03333,1
0.04167,3
0.05000,4
0.05833,5
0.06667,6
0.07500,7
0.08333,8
0.09167,7
0.10000,7
0.10833,7
0.11667,8
0.12500,9
0.13333,10
0.14167,11
0.15000,11
0.15833,11
0.16667,11
0.17500,11
0.18333,11
0.19167,11
0.20000,11
0.20833,10
0.21667,10
0.22500,10
0.23333,10
0.24167,10
0.25000,11
0.25833,11
0.26667,11
0.27500,11
0.28333,10
0.29167,9
0.30000,9
0.30833,8
0.31667,7
0.32500,6
0.33333,5
0.34167,5
0.35000,4
0.35833,3
0.36667,3
0.37500,2
0.38333,1
0.39167,0
0.40000,-0
0.40833,-0
0.41667,-1
0.42500,-2
0.43333,-4
0.44167,-5
0.45000,-7
0.45833,-9
0.46667,-11
0.47500,-11
0.48333,-12
0.49167,-13
0.50000,-15
0.50833,-17
0.51667,-20
0.52500,-22
0.53333,-25
0.54167,-27
0.55000,-28
0.55833,-30
0.56667,-33
0.57500,-34
0.58333,-36
0.59167,-37
0.60000,-38
0.60833,-40
0.61667,-43
0.62500,-45
0.63333,-48
0.64167,-49
0.65000,-51
0.65833,-54
0.66667,-57
0.67500,-60
0.68333,-62
0.69167,-64
0.70000,-66
0.70833,-68
0.71667,-71
0.72500,-72
0.73333,-75
0.74167,-78
0.75000,-81
0.75833,-83
0.76667,-85
0.77500,-89
0.78333,-91
0.79167,-94
0.80000,-96
0.80833,-98
0.81667,-100
0.82500,-103
0.83333,-106
0.84167,-109
0.85000,-112
0.85833,-114
0.86667,-117
0.87500,-120
0.88333,-122
0.89167,-124
0.90000,-127
0.90833,-130
0.91667,-132
0.92500,-134
0.93333,-136
0.94167,-138
0.95000,-140
0.95833,-143
0.96667,-146
0.97500,-148
0.98333,-151
0.99167,-153
1.00000,-156
1.00833,-158
1.01667,-161
1.02500,-163
1.03333,-165
1.04167,-167
1.05000,-169
1.05833,-170
1.06667,-172
1.07500,-173
1.08333,-175
1.09167,-177
1.10000,-179
1.10833,-180
1.11667,-182
1.12500,-184
1.13333,-185
1.14167,-187
1.15000,-189
1.15833,-191
1.16667,-193
1.17500,-194
1.18333,-195
1.19167,-196
1.20000,-198
1.20833,-200
1.21667,-202
1.22500,-203
1.23333,-205
1.24167,-207
1.25000,-208
1.25833,-209
1.26667,-209
1.27500,-209
1.28333,-210
1.29167,-210
1.30000,-211
1.30833,-212
1.31667,-214
1.32500,-216
1.33333,-217
1.34167,-217
1.35000,-218
1.35833,-218
1.36667,-219
1.37500,-219
1.38333,-220
1.39167,-221
1.40000,-221
1.40833,-221
1.41667,-222
1.42500,-222
1.43333,-222
1.44167,-223
1.45000,-223
1.45833,-223
1.46667,-224
1.47500,-224
1.48333,-224
1.49167,-224
1.50000,-224
1.50833,-224
1.51667,-225
1.52500,-225
1.53333,-224
1.54167,-224
1.55000,-224
1.55833,-224
1.56667,-225
1.57500,-224
1.58333,-224
1.59167,-223
1.60000,-223
1.60833,-223
1.61667,-223
1.62500,-224
1.63333,-224
1.64167,-224
1.65000,-223
1.65833,-223
1.66667,-222
1.67500,-223
1.68333,-223
1.69167,-223
1.70000,-223
1.70833,-223
1.71667,-222
1.72500,-222
1.73333,-221
1.74167,-221
1.75000,-221
1.75833,-220
1.76667,-221
1.77500,-221
1.78333,-220
1.79167,-220
1.80000,-221
1.80833,-220
1.81667,-219
1.82500,-218
1.83333,-218
1.84167,-218
1.85000,-217
1.85833,-217
1.86667,-217
1.87500,-217
1.88333,-217
1.89167,-215
1.90000,-215
1.90833,-215
1.91667,-214
1.92500,-214
1.93333,-213
1.94167,-213
1.95000,-213
1.95833,-213
1.96667,-212
1.97500,-212
1.98333,-212
1.99167,-211
2.00000,-210
2.00833,-210
2.01667,-209
2.02500,-208
2.03333,-208
2.04167,-207
2.05000,-207
2.05833,-207
2.06667,-207
2.07500,-207
2.08333,-207
2.09167,-206
2.10000,-206
2.10833,-206
2.11667,-206
2.12500,-206
2.13333,-206
2.14167,-205
2.15000,-205
2.15833,-204
2.16667,-204
2.17500,-203
2.18333,-202
2.19167,-202
2.20000,-202
2.20833,-202
2.21667,-201
2.22500,-201
2.23333,-200
2.24167,-200
2.25000,-200
2.25833,-201
2.26667,-201
2.27500,-201
2.28333,-200
2.29167,-199
2.30000,-199
2.30833,-199
2.31667,-199
2.32500,-198
2.33333,-198
2.34167,-197
2.35000,-197
2.35833,-198
2.36667,-198
2.37500,-198
2.38333,-197
2.39167,-196
2.40000,-196
2.40833,-196
2.41667,-195
2.42500,-194
2.43333,-195
2.44167,-195
2.45000,-194
2.45833,-195
2.46667,-195
2.47500,-196
2.48333,-196
2.49167,-196
2.50000,-195
2.50833,-195
2.51667,-195
2.52500,-194
2.53333,-193
2.54167,-193
2.55000,-192
2.55833,-192
2.56667,-193
2.57500,-193
2.58333,-194
2.59167,-194
2.60000,-195
2.60833,-195
2.61667,-194
2.62500,-194
2.63333,-194
2.64167,-194
2.65000,-193
2.65833,-193
2.66667,-194
2.67500,-194
2.68333,-194
2.69167,-193
2.70000,-193
2.70833,-193
2.71667,-193
2.72500,-193
2.73333,-194
2.74167,-194
2.75000,-193
2.75833,-192
2.76667,-193
2.77500,-193
2.78333,-194
2.79167,-194
2.80000,-193
2.80833,-193
2.81667,-193
2.82500,-192
2.83333,-191
2.84167,-191
2.85000,-191
2.85833,-191
2.86667,-191
2.87500,-191
2.88333,-192
2.89167,-192
2.90000,-192
2.90833,-192
2.91667,-191
2.92500,-192
2.93333,-192
2.94167,-192
2.95000,-192
2.95833,-192
2.96667,-192
2.97500,-192
2.98333,-192
2.99167,-192
3.00000,-192
3.00833,-192
3.01667,-192
3.02500,-192
3.03333,-191
3.04167,-191
3.05000,-192
3.05833,-191
3.06667,-191
3.07500,-190
3.08333,-191
3.09167,-191
3.10000,-191
3.10833,-192
3.11667,-192
3.12500,-193
3.13333,-193
3.14167,-193
3.15000,-192
3.15833,-193
3.16667,-193
3.17500,-194
3.18333,-194
3.19167,-195
3.20000,-195
3.20833,-195
3.21667,-194
3.22500,-194
3.23333,-194
3.24167,-194
3.25000,-193
3.25833,-193
3.26667,-193
3.27500,-193
3.28333,-194
3.29167,-195
3.30000,-195
3.30833,-194
3.31667,-193
3.32500,-192
3.33333,-191
3.34167,-191
3.35000,-192
3.35833,-193
3.36667,-193
3.37500,-193
3.38333,-193
3.39167,-193
3.40000,-194
3.40833,-194
3.41667,-194
3.42500,-193
3.43333,-193
3.44167,-193
3.45000,-193
3.45833,-193
3.46667,-193
3.47500,-193
3.48333,-193
3.49167,-194
3.50000,-194
3.50833,-195
3.51667,-195
3.52500,-195
3.53333,-196
3.54167,-196
3.55000,-196
3.55833,-196
3.56667,-196
3.57500,-195
3.58333,-195
3.59167,-194
3.60000,-194
3.60833,-193
3.61667,-194
3.62500,-194
3.63333,-194
3.64167,-194
3.65000,-195
3.65833,-195
3.66667,-195
3.67500,-194
3.68333,-194
3.69167,-194
3.70000,-194
3.70833,-194
3.71667,-195
3.72500,-195
3.73333,-194
3.74167,-193
3.75000,-193
3.75833,-192
3.76667,-193
3.77500,-194
3.78333,-194
3.79167,-194
3.80000,-194
3.80833,-194
3.81667,-193
3.82500,-192
3.83333,-192
3.84167,-192
3.85000,-192
3.85833,-191
3.86667,-191
3.87500,-192
3.88333,-192
3.89167,-193
3.90000,-193
3.90833,-193
3.91667,-192
3.92500,-191
3.93333,-191
3.94167,-190
3.95000,-190
3.95833,-190
3.96667,-190
3.97500,-191
3.98333,-191
3.99167,-190
4.00000,-190
4.00833,-189
4.01667,-189
4.02500,-188
4.03333,-187
4.04167,-186
4.05000,-186
4.05833,-187
4.06667,-188
4.07500,-188
4.08333,-187
4.09167,-187
4.10000,-186
4.10833,-186
4.11667,-186
4.12500,-187
4.13333,-187
4.14167,-188
4.15000,-188
4.15833,-187
4.16667,-186
4.17500,-185
4.18333,-185
4.19167,-185
4.20000,-185
4.20833,-185
4.21667,-184
4.22500,-184
4.23333,-183
4.24167,-183
4.25000,-182
4.25833,-181
4.26667,-181
4.27500,-180
4.28333,-181
4.29167,-181
4.30000,-180
4.30833,-179
4.31667,-179
4.32500,-179
4.33333,-178
4.34167,-177
4.35000,-177
4.35833,-176
4.36667,-175
4.37500,-174
4.38333,-174
4.39167,-174
4.40000,-174
4.40833,-175
4.41667,-175
4.42500,-174
4.43333,-173
4.44167,-172
4.45000,-171
4.45833,-171
4.46667,-170
4.47500,-171
4.48333,-171
4.49167,-170
4.50000,-168
4.50833,-168
4.51667,-168
4.52500,-167
4.53333,-166
4.54167,-166
4.55000,-165
4.55833,-165
4.56667,-164
4.57500,-164
4.58333,-164
4.59167,-163
4.60000,-162
4.60833,-161
4.61667,-160
4.62500,-159
4.63333,-159
4.64167,-158
4.65000,-159
4.65833,-159
4.66667,-159
4.67500,-158
4.68333,-157
4.69167,-156
4.70000,-156
4.70833,-155
4.71667,-154
4.72500,-153
4.73333,-153
4.74167,-153
4.75000,-153
4.75833,-152
4.76667,-150
4.77500,-148
4.78333,-148
4.79167,-147
4.80000,-147
4.80833,-148
4.81667,-147
4.82500,-147
4.83333,-145
4.84167,-143
4.85000,-142
4.85833,-141
4.86667,-142
4.87500,-143
4.88333,-143
4.89167,-143
4.90000,-142
4.90833,-140
4.91667,-139
4.92500,-137
4.93333,-136
4.94167,-136
4.95000,-136
4.95833,-135
4.96667,-134
4.97500,-133
4.98333,-132
4.99167,-132
5.00000,-131
5.00833,-131
5.01667,-131
5.02500,-130
5.03333,-129
5.04167,-128
5.05000,-127
5.05833,-126
5.06667,-125
5.07500,-125
5.08333,-123
5.09167,-123
5.10000,-123
5.10833,-123
5.11667,-122
5.12500,-121
5.13333,-122
5.14167,-122
5.15000,-121
5.15833,-119
5.16667,-118
5.17500,-117
5.18333,-116
5.19167,-115
5.20000,-114
5.20833,-114
5.21667,-114
5.22500,-113
5.23333,-113
5.24167,-113
5.25000,-112
5.25833,-111
5.26667,-111
5.27500,-110
5.28333,-110
5.29167,-110
5.30000,-110
5.30833,-110
5.31667,-109
5.32500,-107
5.33333,-105
5.34167,-104
5.35000,-104
5.35833,-103
5.36667,-103
5.37500,-103
5.38333,-102
5.39167,-102
5.40000,-101
5.40833,-101
5.41667,-100
5.42500,-99
5.43333,-98
5.44167,-97
5.45000,-97
5.45833,-97
5.46667,-97
5.47500,-97
5.48333,-96
5.49167,-96
5.50000,-95
5.50833,-95
5.51667,-95
5.52500,-95
5.53333,-94
5.54167,-93
