[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_015.lcd
Output Date,8/12/2023
Output Time,6:07:42 AM

[File Information]
Type,Data File
Generated,8/12/2023 5:17:20 AM
Generated by,System Administrator
Modified,8/12/2023 6:07:42 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,8/12/2023 5:17:40 AM
Sample Type,0:Unknown
Level,0
Sample Name,230811_B.vulgatus_4
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,14
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_015.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,28
0.00833,28
0.01667,1
0.02500,2
0.03333,3
0.04167,4
0.05000,4
0.05833,4
0.06667,5
0.07500,6
0.08333,6
0.09167,7
0.10000,7
0.10833,7
0.11667,7
0.12500,8
0.13333,8
0.14167,8
0.15000,8
0.15833,8
0.16667,8
0.17500,8
0.18333,9
0.19167,9
0.20000,8
0.20833,8
0.21667,9
0.22500,9
0.23333,8
0.24167,8
0.25000,9
0.25833,9
0.26667,8
0.27500,8
0.28333,7
0.29167,5
0.30000,4
0.30833,4
0.31667,4
0.32500,4
0.33333,4
0.34167,2
0.35000,1
0.35833,-0
0.36667,-1
0.37500,-1
0.38333,-2
0.39167,-3
0.40000,-3
0.40833,-3
0.41667,-4
0.42500,-5
0.43333,-5
0.44167,-7
0.45000,-8
0.45833,-10
0.46667,-11
0.47500,-12
0.48333,-15
0.49167,-17
0.50000,-19
0.50833,-22
0.51667,-23
0.52500,-26
0.53333,-28
0.54167,-30
0.55000,-32
0.55833,-33
0.56667,-36
0.57500,-38
0.58333,-40
0.59167,-42
0.60000,-44
0.60833,-46
0.61667,-48
0.62500,-50
0.63333,-52
0.64167,-54
0.65000,-56
0.65833,-59
0.66667,-61
0.67500,-64
0.68333,-66
0.69167,-68
0.70000,-71
0.70833,-75
0.71667,-78
0.72500,-81
0.73333,-85
0.74167,-87
0.75000,-89
