[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_013.lcd
Output Date,9/9/2023
Output Time,3:57:19 AM

[File Information]
Type,Data File
Generated,9/9/2023 3:06:57 AM
Generated by,System Administrator
Modified,9/9/2023 3:57:19 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,9/9/2023 3:07:18 AM
Sample Type,0:Unknown
Level,0
Sample Name,230908_B.theta_2
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,12
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_013.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,4
0.00833,4
0.01667,0
0.02500,0
0.03333,0
0.04167,-0
0.05000,-1
0.05833,-1
0.06667,-1
0.07500,0
0.08333,1
0.09167,2
0.10000,2
0.10833,2
0.11667,1
0.12500,1
0.13333,1
0.14167,1
0.15000,2
0.15833,2
0.16667,1
0.17500,1
0.18333,1
0.19167,1
0.20000,1
0.20833,1
0.21667,1
0.22500,0
0.23333,1
0.24167,1
0.25000,1
0.25833,1
0.26667,1
0.27500,1
0.28333,-0
0.29167,-1
0.30000,0
0.30833,2
0.31667,3
0.32500,3
0.33333,2
0.34167,1
0.35000,0
0.35833,-0
0.36667,0
0.37500,1
0.38333,0
0.39167,1
0.40000,1
0.40833,1
0.41667,1
0.42500,1
0.43333,-0
0.44167,-1
0.45000,-1
0.45833,-1
0.46667,-1
0.47500,0
0.48333,0
0.49167,1
0.50000,1
0.50833,-1
0.51667,-1
0.52500,-1
0.53333,-1
0.54167,-0
0.55000,-1
0.55833,-2
0.56667,-3
0.57500,-2
0.58333,-3
0.59167,-3
0.60000,-3
0.60833,-3
0.61667,-2
0.62500,-2
0.63333,-2
0.64167,-2
0.65000,-2
0.65833,-3
0.66667,-4
0.67500,-4
0.68333,-4
0.69167,-4
0.70000,-3
0.70833,-4
0.71667,-4
0.72500,-4
0.73333,-5
0.74167,-5
0.75000,-5
0.75833,-5
0.76667,-5
0.77500,-5
0.78333,-5
0.79167,-5
0.80000,-5
0.80833,-6
0.81667,-6
0.82500,-6
0.83333,-7
0.84167,-8
0.85000,-8
0.85833,-8
0.86667,-8
0.87500,-7
0.88333,-6
0.89167,-6
0.90000,-7
0.90833,-7
0.91667,-8
0.92500,-8
0.93333,-9
0.94167,-9
0.95000,-9
0.95833,-9
0.96667,-9
0.97500,-10
0.98333,-10
0.99167,-11
1.00000,-11
1.00833,-11
1.01667,-11
1.02500,-11
1.03333,-11
1.04167,-12
1.05000,-12
1.05833,-12
1.06667,-12
1.07500,-12
1.08333,-11
1.09167,-10
1.10000,-10
1.10833,-10
1.11667,-11
1.12500,-11
1.13333,-12
1.14167,-13
1.15000,-13
1.15833,-14
1.16667,-14
1.17500,-13
1.18333,-13
1.19167,-13
1.20000,-13
1.20833,-13
1.21667,-13
1.22500,-14
1.23333,-15
1.24167,-15
1.25000,-15
1.25833,-13
1.26667,-13
1.27500,-13
1.28333,-14
1.29167,-15
1.30000,-15
1.30833,-16
1.31667,-17
1.32500,-18
1.33333,-17
1.34167,-16
1.35000,-15
1.35833,-15
1.36667,-14
1.37500,-14
1.38333,-14
1.39167,-15
1.40000,-14
1.40833,-14
1.41667,-15
1.42500,-16
1.43333,-16
1.44167,-15
1.45000,-14
1.45833,-14
1.46667,-13
1.47500,-13
1.48333,-14
1.49167,-14
1.50000,-14
1.50833,-14
1.51667,-15
1.52500,-15
1.53333,-15
1.54167,-15
1.55000,-15
1.55833,-15
1.56667,-15
1.57500,-15
1.58333,-16
1.59167,-17
1.60000,-17
1.60833,-16
1.61667,-16
1.62500,-15
1.63333,-14
1.64167,-15
1.65000,-16
1.65833,-17
1.66667,-17
1.67500,-16
1.68333,-16
1.69167,-15
1.70000,-15
1.70833,-15
1.71667,-14
1.72500,-14
1.73333,-15
1.74167,-15
1.75000,-15
1.75833,-15
1.76667,-14
1.77500,-13
1.78333,-13
1.79167,-13
1.80000,-14
1.80833,-15
1.81667,-16
1.82500,-16
1.83333,-16
1.84167,-14
1.85000,-13
1.85833,-13
1.86667,-14
1.87500,-14
1.88333,-14
1.89167,-14
1.90000,-15
1.90833,-16
1.91667,-16
1.92500,-15
1.93333,-15
1.94167,-15
1.95000,-15
1.95833,-15
1.96667,-15
1.97500,-15
1.98333,-15
1.99167,-16
2.00000,-15
2.00833,-14
2.01667,-14
2.02500,-13
2.03333,-12
2.04167,-12
2.05000,-12
2.05833,-13
2.06667,-14
2.07500,-15
2.08333,-16
2.09167,-16
2.10000,-16
2.10833,-15
2.11667,-14
2.12500,-14
2.13333,-14
2.14167,-14
2.15000,-14
2.15833,-14
2.16667,-14
2.17500,-14
2.18333,-15
2.19167,-15
2.20000,-14
2.20833,-14
2.21667,-14
2.22500,-15
2.23333,-15
2.24167,-15
2.25000,-14
2.25833,-13
2.26667,-14
2.27500,-15
2.28333,-15
2.29167,-15
2.30000,-15
2.30833,-15
2.31667,-14
2.32500,-13
2.33333,-12
2.34167,-12
2.35000,-12
2.35833,-13
2.36667,-13
2.37500,-13
2.38333,-13
2.39167,-14
2.40000,-13
2.40833,-12
2.41667,-11
2.42500,-11
2.43333,-11
2.44167,-11
2.45000,-9
2.45833,-9
2.46667,-9
