tax_identifier,average,AsnicarF_2017,AsnicarF_2021,BackhedF_2015,Bengtsson-PalmeJ_2015,BritoIL_2016,BrooksB_2017,ChengpingW_2017,ChuDM_2017,CosteaPI_2017,DavidLA_2015,DeFilippisF_2019,DhakanDB_2019,FengQ_2015,FerrettiP_2018,GopalakrishnanV_2018,GuptaA_2019,HMP_2012,HMP_2019_ibdmdb,HMP_2019_t2d,HallAB_2017,HanniganGD_2017,HansenLBS_2018,Heitz-BuschartA_2016,IjazUZ_2017,JieZ_2017,KarlssonFH_2013,KaurK_2020,KeohaneDM_2020,KieserS_2018,KosticAD_2015,LeChatelierE_2013,LiJ_2014,LiJ_2017,LiSS_2016,LifeLinesDeep_2016,LiuW_2016,LokmerA_2019,LomanNJ_2013,LoombaR_2017,LouisS_2016,MatsonV_2018,MehtaRS_2018,NagySzakalD_2017,NielsenHB_2014,Obregon-TitoAJ_2015,OlmMR_2017,PasolliE_2019,PehrssonE_2016,QinJ_2012,QinN_2014,RampelliS_2015,RaymondF_2016,RosaBA_2018,RubelMA_2020,SankaranarayananK_2015,SchirmerM_2016,ShaoY_2019,SmitsSA_2017,TettAJ_2019_a,TettAJ_2019_b,TettAJ_2019_c,ThomasAM_2018a,ThomasAM_2018b,ThomasAM_2019_c,VatanenT_2016,VilaAV_2018,VincentC_2016,VogtmannE_2016,WampachL_2018,WirbelJ_2018,XieH_2016,YachidaS_2019,YassourM_2016,YassourM_2018,YeZ_2018,YuJ_2015,ZeeviD_2015,ZellerG_2014,ZhuF_2020
Bacteroidales,40.476742525500654,31.43604125,44.871712650273246,41.73549742500001,62.32120128571426,46.60916883720931,4.589691764705882,67.00684288659795,39.445048000000014,45.396669426523275,36.3697540425532,44.50126412371133,60.44013572727276,13.416455844155845,31.261476554621836,73.3020484,59.933050000000016,79.3512130612245,67.17788580208982,59.71882722972975,43.284941312741296,4.762132222222221,28.381394879227045,50.65412245283018,5.629319255319147,43.44685142857144,19.388383586206906,53.01964419354839,33.14401735042736,13.816743333333333,49.00237891666666,51.930766130136966,50.39585296153845,62.970783622448955,21.866461090909098,10.404406969162993,37.888389818181835,33.32250122807018,38.97544738095238,36.33372418604652,64.92448347826087,67.91722461538461,46.338244191810425,68.3434283,48.35975696969693,20.97234482758621,4.4586521621621635,21.970978571428567,21.62336963350786,59.397239146005475,60.94643894514768,40.208851578947375,75.88476402777775,13.207042916666666,57.77051885714287,21.279130540540542,23.747127261146503,12.628997846715334,20.50058325,57.14162808823529,48.35955840909091,41.173827599999996,52.85297912499999,28.56469466666667,52.402409750000004,42.51385440764335,17.51914518309858,42.18105851528387,48.83625981818182,13.585455283018861,38.7571452,47.555856279999986,55.91575681818178,34.983979166666664,31.549420885608864,77.57054984615385,37.00340492187499,47.2788971111111,33.3511155128205,69.43723210526318
Eubacteriales,32.07311961762367,15.997403125,41.88911074681243,18.13188047499999,32.232435714285714,35.62895406976744,13.17850166666668,23.74895783505153,10.315300615384608,40.34102,8.921762765957448,34.26116824742269,20.767758545454534,53.17995948051947,6.420767226890754,20.043650400000004,14.715679166666666,16.31068700680272,25.016211622618368,28.243977770270273,38.59899235521236,56.21919086419752,54.9645395652174,38.18153735849057,52.75037648936171,36.37203607792208,59.95022841379306,22.00752419354838,48.67372162393164,2.392204444444445,31.668299750000003,38.297115513698614,35.23339476923076,22.002767653061213,56.91984745454546,55.075849550660756,29.28921436363637,39.333437368421045,27.317616428571426,39.21812825581397,24.33038010869565,19.351765641025647,41.92960729525866,24.368103899999998,41.94434098484849,54.560899137931024,2.75765054054054,37.12336589285714,28.72023581151831,26.148579366391182,25.671091518987353,38.249545263157884,17.23461458333332,46.98204375,29.551240285714297,57.039189999999984,51.412104628450145,8.779104373479328,53.06887325000001,25.78236882352941,38.24256999999999,30.81048800000001,23.738381250000003,51.0624485,27.210316499999994,22.1659576942675,50.947792563380276,14.454254978165935,39.643756181818155,10.710605094339623,46.39535399999999,32.08409347999999,27.490865730519467,41.54915277777777,17.001266346863467,11.537445230769226,37.66672335937499,38.85163887777773,47.62056685897436,18.3887367251462
Bifidobacteriales,8.548328428838449,23.217258124999997,3.837548588342439,18.512359174999986,0.6176622857142857,2.3389355232558167,2.313588529411764,3.3288782474226815,13.142049692307692,3.2708475985663075,1.4917831914893618,8.826575670103095,2.737867727272728,10.771257077922083,15.947225042016806,0.6988600000000001,3.834542833333333,0.24040925170068034,0.7758040811309158,3.582157770270272,4.5367377220077225,9.522866172839509,3.131084637681158,2.523716981132075,16.10555808510639,3.1487900779220777,4.866975241379311,12.069943548387096,3.638103333333334,16.565765555555554,11.444292999999996,1.160042363013699,2.556193576923078,1.5935198469387757,6.7921994545454565,16.085103436123354,16.405655818181817,0.8157492982456142,4.8259830952380955,2.576933604651163,2.2577919565217393,1.2874046153846153,1.8914848922413796,0.43567399999999984,1.2653586363636367,3.1194741379310345,0.0,2.0691039285714288,25.10883549738219,2.5401051790633584,0.7905267932489453,2.6150857894736843,0.7757943055555554,6.878847916666667,0.2816985714285714,4.503032972972973,13.528704968152866,31.5154421350365,0.02263625,1.1690529411764705,0.4561302272727273,11.825754400000001,4.287318375000001,7.613571333333336,6.1569755,18.92787472611466,13.38011949295775,1.7733830131004358,1.1341595454545454,18.21400150943396,4.016319680000002,4.3771593999999965,3.4158735064935075,6.423452777777777,21.80084538745387,1.5527890769230768,4.515004609375,4.242701122222219,3.524520320512821,3.719668771929824
Enterobacterales,5.273879943925244,13.399390625000002,0.5377488706739529,9.698595674999998,0.5264101428571428,4.048326860465118,50.11933664215685,1.1504471134020613,22.47485815384615,1.1948018996415777,22.10506680851063,0.4052491752577321,5.466403090909092,4.6968283116883125,22.0201505882353,1.2129644,8.533162833333336,0.733752380952381,2.0761292870313466,0.3971835810810811,1.6468666023166023,3.602936790123458,0.3455791787439614,0.9366096226415098,1.4759341489361701,5.236559922077919,1.744351724137931,1.1004570967741933,0.2659875213675214,49.58088629629629,1.0683006666666661,0.9899180479452055,1.4095690384615382,5.099377397959187,0.615394181818182,0.3783275418502206,0.8932618181818182,11.058067192982454,15.711248333333334,9.6610111627907,0.09060771739130435,1.9158938461538462,1.3108545905172424,0.9461226,0.653415151515152,1.890176551724138,70.70250864864865,17.679917767857148,2.955950314136126,4.14212300275482,3.166379451476794,2.2779344736842106,0.4980943055555554,10.180536666666667,3.1069537142857158,0.7813343243243243,0.15762104033970267,16.06228512773725,0.27688375,4.006106323529413,2.3090175,2.2218146000000005,8.17439475,1.1662966666666665,2.721294375,4.683616305732482,0.9933244507042254,4.024126855895197,1.499729272727273,15.357578301886791,0.9813992800000001,4.078373560000001,3.036370308441558,3.827680833333333,12.13589025830258,3.8319940000000003,6.842759609374997,0.6202808999999997,1.6488012179487181,2.0531857309941524
Lactobacillales,3.338721052603472,2.3898018749999994,0.5094555464480871,3.9627901249999997,0.265156857142857,1.5277587209302328,8.262071421568624,0.6894987628865981,5.172131846153847,0.8283270967741933,6.856340212765956,1.1340877319587634,0.8203564545454544,2.7219297402597413,5.925790420168066,0.28903880000000004,1.0256335000000003,0.058592993197278925,0.33678508912108124,0.6556245270270271,3.4946196525096527,3.0612064197530855,0.9356016425120767,0.5544949056603774,5.189846382978722,2.7463852207792208,2.4728686896551704,4.204153548387097,2.1084378632478638,9.660003703703703,0.5817740833333336,0.31836037671232875,1.0042587307692301,0.04431173469387755,1.299661272727273,2.4744294273127796,0.6982968181818181,1.0961049122807018,3.053274285714287,2.6583272093023242,0.037159565217391305,1.4040628205128205,0.9586486314655189,0.3203070000000002,0.8635555050505048,1.4398536206896553,19.69458486486486,4.871244285714283,1.9123337696335077,1.139881845730028,2.2133936708860755,0.3215681578947368,0.08369833333333337,6.373506249999999,0.5705921142857143,3.4173545945945945,1.1959404246284504,17.38592023722626,0.7519872500000001,0.7197989705882353,1.4420563636363637,2.518834600000001,0.3415205000000001,2.703175500000001,2.4518740000000006,3.4685847643312124,5.19506171830986,9.543340349344971,1.0786142727272732,11.426072264150944,0.50903248,0.6948980400000002,1.728653003246753,2.308533611111111,4.156719077490772,0.03831815384615385,1.3281483593749996,1.0496644999999996,3.0905913461538455,0.511004678362573
Coriobacteriales,1.9582203572763743,0.532418125,1.6974619854280508,1.5116237750000001,0.278386,1.8056232558139549,0.007677696078431373,0.6550497938144332,1.1044901538461538,1.6205150537634412,0.5981248936170214,2.2928642268041237,0.9462121818181818,5.085169545454547,1.0639110084033616,0.38634240000000003,0.7762580000000001,0.23278884353741497,0.21284326982175758,0.9323346283783785,1.0514622779922773,8.451244814814816,1.6112111594202891,1.6063562264150941,7.934694574468086,1.2109972987012987,2.813592551724138,2.6543303225806456,3.9145150427350432,0.7240944444444445,0.8888214999999999,0.582905753424658,1.1304929999999997,0.9171101020408163,5.382694727272727,7.200222845814982,8.809740454545452,1.4325891228070178,2.7519064285714285,0.8075353488372096,1.1525597826086957,1.1339887179487178,1.3781199353448277,0.3545531000000001,0.5274528030303031,3.229632241379309,0.0,6.177212857142855,13.289166335078532,0.5071487327823695,0.12740130801687757,2.3118410526315794,0.3711981944444444,3.7321520833333324,0.4651357142857143,3.027662702702703,4.4493356475583825,0.8449721411192199,7.039185250000001,0.832240294117647,0.4985481818181818,3.0670576000000005,2.029824125,3.1320923333333335,1.5395506250000004,1.1659751210191087,4.916219211267605,0.8539789956331877,0.8883795454545452,1.791989622641509,1.900793680000001,1.6368350400000007,1.3426233928571425,1.997317777777778,2.807496383763838,0.776648307692308,1.9324580468749983,1.272653799999997,1.4364331410256415,0.501836783625731
Veillonellales,1.3260193025367242,7.4507756249999995,0.524345883424408,1.6532618749999997,0.5255807142857144,0.2375513953488372,8.103246642156861,0.5394087628865978,2.113521230769231,0.9566130824372757,1.6294251063829785,0.8352745360824744,4.600248545454547,0.6743124025974024,4.722690840336134,0.17970879999999997,4.232876999999999,0.34199013605442175,1.1103505224339292,0.15984449324324324,1.749427644787645,0.17649703703703704,1.413846521739131,0.254516603773585,0.8687070212765958,1.4964945974025967,0.5340944827586206,0.9808670967741933,0.31949256410256416,1.3247181481481487,2.327733583333333,0.6939383904109585,0.8610217692307692,1.6509077551020395,0.8007658181818182,0.45250299559471346,0.31922890909090906,0.742771754385965,0.6112223809523809,1.707302558139535,0.2948292391304348,0.35179666666666665,0.47234434267241393,0.4456706,0.6663488131313132,0.51508,0.0,0.6608259821428571,0.2690535078534031,1.4906506887052333,2.6793635021097044,0.05532078947368422,0.4398790277777778,0.049484166666666655,0.41779622857142895,1.7250456756756762,0.6419657112526541,2.453159282238445,0.02040125,0.974225588235294,1.3805463636363635,0.49325739999999996,0.7555340000000001,0.3747834999999999,1.5527292499999998,2.5137269554140156,0.8815649295774647,1.514286419213975,0.26058381818181814,0.10999792452830187,0.6299229600000003,0.45510551999999976,1.1359841720779227,1.7895158333333336,2.062069520295203,0.4414421538461538,2.3328837500000006,0.937091555555555,0.540092948717949,1.5661928654970765
Verrucomicrobiales,1.1875337730307072,0.42160437500000003,2.1466697449908927,0.39703335,0.25610800000000006,0.11012430232558136,0.00032865196078431377,0.05965113402061856,0.19531246153846155,1.172214551971326,0.0,2.034550721649484,0.8849695454545453,2.6690601298701297,0.6545289915966386,1.295114,1.4538939999999998,0.5549534013605443,0.8735632513829136,2.3353676689189187,1.4414020463320456,6.970498148148147,1.7530871497584535,1.1862994339622641,1.7637804255319152,0.7530983116883123,2.136894137931035,0.09706741935483872,0.5332394871794871,0.08116777777777778,1.1871100833333326,1.0384978082191778,1.9151512307692307,0.24002260204081635,1.6271992727272726,2.1593986343612346,0.4974014545454545,0.18928947368421054,2.3627511904761906,2.9195031395348825,1.8137640217391298,2.094654358974359,1.7006683943965504,1.6619799000000004,0.5420885101010102,0.9724791379310346,0.0,0.10855928571428573,0.6698553926701569,0.5055786776859506,0.5900255696202533,0.4770057894736842,1.9406966666666665,0.049743333333333334,0.2372162285714286,0.8918381081081082,0.9591611252653931,0.15802753649635035,0.00069125,0.5325038235294117,0.2430756818181818,0.6205474,2.4240800000000005,0.6234481666666665,0.5010211249999998,1.8504694649681535,0.9600963380281687,2.597919432314411,0.8758269090909094,0.3625888679245283,1.8103484800000003,3.8483636400000005,0.4936297077922078,0.16188555555555556,1.9784069741697417,0.06837076923076922,2.1632690625,1.1150863666666677,1.1600883333333332,0.37433906432748537
Firmicutes_NA_NA,0.7478631038718261,0.519201875,1.0693937978142087,0.2086891,1.030201857142857,1.5110223255813948,0.0,0.30334783505154644,0.36552738461538464,1.4038768100358416,0.1484557446808511,1.6603885567010304,0.6129031818181818,1.1475534415584414,0.30486815126050415,0.5221864,1.198576833333333,0.41592238095238093,0.2626228027043638,0.8974681756756756,0.4408479922779923,0.9765265432098766,1.7743600966183568,0.6518866037735849,0.32997914893617025,0.6677622337662339,1.8695287586206895,0.2987303225806452,1.2993894017094014,0.0,0.19684275000000004,1.6912841095890414,1.2198635769230772,1.3671414795918373,1.2501949090909092,0.6769492070484581,1.5731531818181814,3.5693670175438603,0.009359761904761905,0.5668066279069766,1.8426186956521742,1.3863776923076923,1.1981122521551728,0.7780515,0.9944438383838387,2.8391544827586204,0.0,0.8462447321428572,1.6118171204188476,0.5001954545454544,0.25766143459915586,3.341776052631578,0.48062416666666663,1.3018741666666667,2.228783085714285,1.4130135135135138,0.5698759447983018,0.07774883211678837,3.0426677499999997,2.5460367647058817,1.856857954545454,3.4433787999999996,1.0300327499999997,0.8361183333333335,0.36684762499999995,0.08658456050955413,0.9724738028169005,0.5185599999999997,1.2507460909090913,0.6475998113207547,1.2530750400000006,1.3774492399999998,0.39829746753246764,0.5674269444444444,0.28297398523985234,0.6958815384615383,0.9667764843749997,0.8297712777777773,0.7807067307692307,0.28401590643274854
Bacillales,0.730890534579439,0.00510875,0.0007116211293260473,0.5864862999999999,0.0009505714285714286,0.003239709302325582,6.844297941176468,0.07663484536082474,0.08058830769230768,0.007449354838709677,0.03943723404255319,0.002102577319587629,0.0024361818181818182,0.03290305194805195,0.9441357983193279,0.0,0.005394833333333333,0.000735578231292517,0.07683365703749233,0.00333304054054054,0.03151764478764479,0.008726790123456788,0.007904492753623189,0.007413207547169812,0.017210744680851063,0.030057584415584423,0.007574068965517244,0.0,0.0012276923076923077,0.014934444444444446,0.0023919999999999996,0.0017614383561643837,0.005856307692307693,0.00023382653061224492,0.0019354545454545453,0.006322925110132158,0.03726263636363637,0.028584736842105263,0.08756309523809523,0.038466976744186046,0.0010982608695652173,0.004855641025641025,0.001227618534482759,0.00048259999999999997,0.008415530303030305,0.0023415517241379314,0.04489837837837837,0.006561696428571426,0.024332722513089003,0.00593063360881543,0.014329578059071731,0.0,0.00025236111111111113,0.03116999999999999,0.00016325714285714288,0.010153783783783784,0.001337176220806794,5.347102001216557,0.0023237500000000003,0.0009054411764705884,0.015032045454545452,0.024627200000000002,0.029569749999999995,0.052003000000000014,0.070416,0.008836802547770698,0.009015774647887323,0.25449816593886465,0.022276272727272724,14.892345283018864,0.02908376,0.006284160000000003,0.04183391233766232,0.04811166666666666,2.2551123247232465,0.0,0.06715039062500003,0.005132100000000003,0.04929429487179487,0.001733567251461989
