[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_025.lcd
Output Date,8/12/2023
Output Time,2:31:29 PM

[File Information]
Type,Data File
Generated,8/12/2023 1:41:07 PM
Generated by,System Administrator
Modified,8/12/2023 2:31:29 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,8/12/2023 1:41:28 PM
Sample Type,0:Unknown
Level,0
Sample Name,230811_R.bromii_4
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,24
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM_8112023_001_025.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Aug 11th 2023 scfa yield YCA\2.5mM\scfa yield YCA 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,20
0.00833,20
0.01667,1
0.02500,2
0.03333,4
0.04167,5
0.05000,6
0.05833,6
0.06667,7
0.07500,8
0.08333,9
0.09167,9
0.10000,9
0.10833,9
0.11667,10
0.12500,12
0.13333,12
0.14167,12
0.15000,13
0.15833,14
0.16667,14
0.17500,13
0.18333,13
0.19167,12
0.20000,13
0.20833,12
0.21667,13
0.22500,13
0.23333,13
0.24167,13
0.25000,12
0.25833,12
0.26667,13
0.27500,13
0.28333,11
0.29167,10
0.30000,8
0.30833,9
0.31667,9
0.32500,9
0.33333,9
0.34167,9
0.35000,9
0.35833,8
0.36667,8
0.37500,6
0.38333,6
0.39167,6
0.40000,4
0.40833,3
0.41667,2
0.42500,0
0.43333,-1
0.44167,-2
0.45000,-3
0.45833,-5
0.46667,-6
0.47500,-8
0.48333,-9
0.49167,-10
0.50000,-11
0.50833,-13
0.51667,-15
0.52500,-17
0.53333,-18
0.54167,-20
0.55000,-22
0.55833,-23
0.56667,-25
0.57500,-27
0.58333,-29
0.59167,-32
0.60000,-34
0.60833,-37
0.61667,-40
0.62500,-42
0.63333,-44
0.64167,-45
0.65000,-46
0.65833,-48
0.66667,-50
0.67500,-53
0.68333,-56
0.69167,-59
0.70000,-62
0.70833,-64
0.71667,-67
0.72500,-69
0.73333,-71
0.74167,-73
0.75000,-75
0.75833,-77
0.76667,-80
0.77500,-82
0.78333,-84
0.79167,-87
0.80000,-89
0.80833,-92
0.81667,-95
0.82500,-98
0.83333,-100
0.84167,-103
0.85000,-106
0.85833,-109
0.86667,-111
0.87500,-113
0.88333,-117
0.89167,-119
0.90000,-121
0.90833,-124
0.91667,-126
0.92500,-129
0.93333,-131
0.94167,-133
0.95000,-134
0.95833,-137
0.96667,-140
0.97500,-143
0.98333,-145
0.99167,-147
1.00000,-149
1.00833,-152
1.01667,-154
1.02500,-156
1.03333,-158
1.04167,-161
1.05000,-163
1.05833,-165
1.06667,-167
1.07500,-169
1.08333,-170
1.09167,-171
1.10000,-173
1.10833,-176
1.11667,-178
1.12500,-179
1.13333,-181
1.14167,-182
1.15000,-184
1.15833,-185
1.16667,-188
1.17500,-189
1.18333,-190
1.19167,-192
1.20000,-193
1.20833,-194
1.21667,-195
1.22500,-197
1.23333,-199
1.24167,-201
1.25000,-202
1.25833,-202
1.26667,-203
1.27500,-205
1.28333,-206
1.29167,-207
1.30000,-208
1.30833,-208
1.31667,-210
1.32500,-210
1.33333,-211
1.34167,-211
1.35000,-211
1.35833,-212
1.36667,-213
1.37500,-214
1.38333,-216
1.39167,-217
1.40000,-218
1.40833,-218
1.41667,-219
1.42500,-219
1.43333,-220
1.44167,-220
1.45000,-220
1.45833,-220
1.46667,-220
1.47500,-221
1.48333,-221
1.49167,-222
1.50000,-222
1.50833,-223
1.51667,-223
1.52500,-224
1.53333,-224
1.54167,-224
1.55000,-224
1.55833,-224
1.56667,-224
1.57500,-224
1.58333,-224
1.59167,-224
1.60000,-224
1.60833,-224
1.61667,-224
1.62500,-224
1.63333,-224
1.64167,-224
1.65000,-223
1.65833,-223
1.66667,-223
1.67500,-223
1.68333,-222
1.69167,-221
1.70000,-221
1.70833,-222
1.71667,-222
1.72500,-222
1.73333,-221
1.74167,-220
1.75000,-220
1.75833,-220
1.76667,-219
1.77500,-219
1.78333,-219
1.79167,-219
1.80000,-219
1.80833,-219
1.81667,-219
1.82500,-218
1.83333,-218
1.84167,-217
1.85000,-217
1.85833,-216
1.86667,-216
1.87500,-216
1.88333,-215
1.89167,-215
1.90000,-215
1.90833,-215
1.91667,-215
1.92500,-214
1.93333,-213
1.94167,-213
1.95000,-213
1.95833,-212
1.96667,-211
1.97500,-210
1.98333,-210
1.99167,-210
2.00000,-209
2.00833,-209
2.01667,-210
2.02500,-209
2.03333,-209
2.04167,-209
2.05000,-208
2.05833,-208
2.06667,-208
2.07500,-208
2.08333,-207
2.09167,-206
2.10000,-205
2.10833,-204
2.11667,-204
2.12500,-204
2.13333,-205
2.14167,-205
2.15000,-205
2.15833,-203
2.16667,-202
2.17500,-202
2.18333,-202
2.19167,-203
2.20000,-203
2.20833,-202
2.21667,-201
2.22500,-201
2.23333,-201
2.24167,-201
2.25000,-201
2.25833,-201
2.26667,-200
2.27500,-200
2.28333,-199
2.29167,-199
2.30000,-199
2.30833,-199
2.31667,-199
2.32500,-200
2.33333,-200
2.34167,-200
2.35000,-200
2.35833,-200
2.36667,-199
2.37500,-198
2.38333,-198
2.39167,-198
2.40000,-198
2.40833,-198
2.41667,-198
2.42500,-197
2.43333,-196
2.44167,-196
2.45000,-198
2.45833,-198
2.46667,-197
2.47500,-197
2.48333,-197
2.49167,-195
2.50000,-194
2.50833,-193
2.51667,-193
2.52500,-194
2.53333,-195
2.54167,-196
2.55000,-196
2.55833,-196
2.56667,-196
2.57500,-196
2.58333,-197
2.59167,-198
2.60000,-198
2.60833,-198
2.61667,-198
2.62500,-198
2.63333,-197
2.64167,-197
2.65000,-196
2.65833,-196
2.66667,-196
2.67500,-196
2.68333,-196
2.69167,-196
2.70000,-196
2.70833,-197
2.71667,-198
2.72500,-197
2.73333,-198
2.74167,-197
2.75000,-197
2.75833,-196
2.76667,-196
2.77500,-196
2.78333,-196
2.79167,-197
2.80000,-196
2.80833,-197
2.81667,-198
2.82500,-198
2.83333,-198
2.84167,-197
2.85000,-197
2.85833,-196
2.86667,-197
2.87500,-198
2.88333,-199
2.89167,-199
2.90000,-199
2.90833,-199
2.91667,-199
2.92500,-198
2.93333,-198
2.94167,-197
2.95000,-197
2.95833,-198
2.96667,-198
2.97500,-198
2.98333,-198
2.99167,-198
3.00000,-198
3.00833,-198
3.01667,-199
3.02500,-200
3.03333,-201
3.04167,-201
3.05000,-200
3.05833,-200
3.06667,-200
3.07500,-199
3.08333,-199
3.09167,-200
3.10000,-201
3.10833,-201
3.11667,-201
3.12500,-200
3.13333,-200
3.14167,-200
3.15000,-200
3.15833,-200
3.16667,-201
3.17500,-201
3.18333,-202
3.19167,-201
3.20000,-201
3.20833,-202
3.21667,-202
3.22500,-202
3.23333,-201
3.24167,-202
3.25000,-202
3.25833,-202
3.26667,-202
3.27500,-201
3.28333,-201
3.29167,-201
3.30000,-201
3.30833,-202
3.31667,-202
