[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_009.lcd
Output Date,9/9/2023
Output Time,12:35:47 AM

[File Information]
Type,Data File
Generated,9/8/2023 11:45:23 PM
Generated by,System Administrator
Modified,9/9/2023 12:35:47 AM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,9/8/2023 11:45:45 PM
Sample Type,0:Unknown
Level,0
Sample Name,230908_NCM3722_2_3
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,8
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_009.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,-3
0.00833,-3
0.01667,1
0.02500,1
0.03333,1
0.04167,1
0.05000,1
0.05833,1
0.06667,0
0.07500,-0
0.08333,-1
0.09167,-0
0.10000,-0
0.10833,-1
0.11667,-2
0.12500,-2
0.13333,-1
0.14167,-1
0.15000,-1
0.15833,-2
0.16667,-1
0.17500,-1
0.18333,-0
0.19167,0
0.20000,0
0.20833,-0
0.21667,0
0.22500,1
0.23333,2
0.24167,2
0.25000,2
0.25833,1
0.26667,1
0.27500,2
0.28333,1
0.29167,1
0.30000,1
0.30833,1
0.31667,1
0.32500,1
0.33333,2
0.34167,2
0.35000,2
0.35833,1
0.36667,1
0.37500,1
0.38333,1
0.39167,1
0.40000,1
0.40833,0
0.41667,-0
0.42500,-1
0.43333,-1
0.44167,-1
0.45000,-1
0.45833,-1
0.46667,-0
0.47500,-0
0.48333,0
0.49167,0
0.50000,-1
0.50833,-3
0.51667,-2
0.52500,-2
0.53333,-1
0.54167,-1
0.55000,-1
0.55833,-1
0.56667,-1
0.57500,-0
0.58333,-0
0.59167,-0
0.60000,-0
0.60833,0
0.61667,0
0.62500,1
0.63333,1
0.64167,1
0.65000,0
0.65833,-0
0.66667,-1
0.67500,-2
0.68333,-2
0.69167,-1
0.70000,-0
0.70833,-0
0.71667,-1
0.72500,-2
0.73333,-2
0.74167,-1
0.75000,-1
0.75833,-1
0.76667,-1
0.77500,-2
0.78333,-2
0.79167,-2
0.80000,-1
0.80833,-1
0.81667,-1
0.82500,-2
0.83333,-3
0.84167,-3
0.85000,-4
0.85833,-3
0.86667,-3
0.87500,-3
0.88333,-3
0.89167,-1
0.90000,-1
0.90833,-2
0.91667,-3
0.92500,-4
0.93333,-4
0.94167,-4
0.95000,-4
0.95833,-4
0.96667,-3
0.97500,-2
0.98333,-2
0.99167,-2
1.00000,-3
1.00833,-4
1.01667,-4
1.02500,-4
1.03333,-3
1.04167,-2
1.05000,-2
1.05833,-2
1.06667,-2
1.07500,-2
1.08333,-2
1.09167,-2
1.10000,-2
1.10833,-2
1.11667,-2
1.12500,-2
1.13333,-1
1.14167,-1
1.15000,-2
1.15833,-3
1.16667,-3
1.17500,-3
1.18333,-3
1.19167,-2
1.20000,-2
1.20833,-2
1.21667,-2
1.22500,-3
1.23333,-3
1.24167,-2
1.25000,-2
1.25833,-2
1.26667,-2
1.27500,-3
1.28333,-3
1.29167,-3
1.30000,-3
1.30833,-3
1.31667,-3
1.32500,-3
1.33333,-4
1.34167,-4
1.35000,-3
1.35833,-3
1.36667,-3
1.37500,-2
1.38333,-2
1.39167,-3
1.40000,-3
1.40833,-3
1.41667,-3
1.42500,-3
1.43333,-4
1.44167,-5
1.45000,-5
1.45833,-5
1.46667,-5
1.47500,-5
1.48333,-5
1.49167,-5
1.50000,-5
1.50833,-5
1.51667,-5
1.52500,-5
1.53333,-5
1.54167,-4
1.55000,-4
1.55833,-3
1.56667,-3
1.57500,-4
1.58333,-4
1.59167,-4
1.60000,-4
1.60833,-4
1.61667,-4
1.62500,-3
1.63333,-3
1.64167,-4
1.65000,-4
1.65833,-4
1.66667,-2
1.67500,-1
1.68333,-1
1.69167,-2
1.70000,-2
1.70833,-1
1.71667,-2
1.72500,-2
1.73333,-2
1.74167,-3
1.75000,-2
1.75833,-2
1.76667,-1
1.77500,-2
1.78333,-2
1.79167,-3
1.80000,-3
1.80833,-3
1.81667,-3
1.82500,-4
1.83333,-4
1.84167,-4
1.85000,-4
1.85833,-5
1.86667,-6
1.87500,-6
1.88333,-6
1.89167,-6
