[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_031.lcd
Output Date,9/9/2023
Output Time,7:04:25 PM

[File Information]
Type,Data File
Generated,9/9/2023 6:14:03 PM
Generated by,System Administrator
Modified,9/9/2023 7:04:24 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,9/9/2023 6:14:24 PM
Sample Type,0:Unknown
Level,0
Sample Name,230908_B.vulgatus_2
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,30
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_031.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,0
0.00833,0
0.01667,-1
0.02500,-1
0.03333,-1
0.04167,-1
0.05000,-1
0.05833,-1
0.06667,-1
0.07500,-1
0.08333,-0
0.09167,-1
0.10000,-1
0.10833,-1
0.11667,-1
0.12500,-0
0.13333,0
0.14167,0
0.15000,-0
0.15833,1
0.16667,1
0.17500,0
0.18333,-1
0.19167,-1
0.20000,-0
0.20833,0
0.21667,1
0.22500,1
0.23333,2
0.24167,1
0.25000,1
0.25833,1
0.26667,1
0.27500,1
0.28333,1
0.29167,1
0.30000,1
0.30833,2
0.31667,1
0.32500,1
0.33333,2
0.34167,3
0.35000,4
0.35833,3
0.36667,3
0.37500,2
0.38333,2
0.39167,3
0.40000,3
0.40833,2
0.41667,1
0.42500,1
0.43333,1
0.44167,1
0.45000,2
0.45833,2
0.46667,1
0.47500,3
0.48333,3
0.49167,2
0.50000,2
0.50833,2
0.51667,2
0.52500,3
0.53333,3
0.54167,3
0.55000,4
0.55833,3
0.56667,2
0.57500,2
0.58333,1
0.59167,2
0.60000,2
0.60833,3
0.61667,4
0.62500,4
0.63333,4
0.64167,3
0.65000,3
0.65833,3
0.66667,2
0.67500,1
0.68333,1
0.69167,2
0.70000,3
0.70833,3
0.71667,3
0.72500,3
0.73333,3
0.74167,2
0.75000,3
0.75833,3
0.76667,2
0.77500,2
0.78333,1
0.79167,2
0.80000,3
0.80833,3
0.81667,3
0.82500,2
0.83333,2
0.84167,2
0.85000,2
0.85833,2
0.86667,2
0.87500,3
0.88333,3
0.89167,3
0.90000,3
0.90833,4
0.91667,4
0.92500,3
0.93333,4
0.94167,4
0.95000,5
0.95833,5
0.96667,5
0.97500,5
0.98333,5
0.99167,5
1.00000,4
1.00833,3
1.01667,3
1.02500,3
1.03333,4
1.04167,5
1.05000,6
1.05833,5
1.06667,5
1.07500,4
1.08333,4
1.09167,5
1.10000,5
1.10833,5
1.11667,6
1.12500,7
1.13333,7
1.14167,7
1.15000,6
1.15833,7
1.16667,7
1.17500,7
1.18333,7
1.19167,6
1.20000,7
1.20833,7
1.21667,7
1.22500,7
1.23333,7
1.24167,6
1.25000,5
1.25833,6
1.26667,6
1.27500,6
1.28333,5
1.29167,6
1.30000,6
1.30833,6
1.31667,6
1.32500,6
1.33333,6
1.34167,6
1.35000,6
1.35833,6
1.36667,6
1.37500,5
1.38333,6
1.39167,6
1.40000,5
1.40833,5
1.41667,5
1.42500,5
1.43333,6
1.44167,7
1.45000,7
1.45833,7
1.46667,7
1.47500,6
1.48333,5
1.49167,5
1.50000,5
1.50833,5
1.51667,5
1.52500,6
1.53333,6
1.54167,6
1.55000,6
1.55833,7
1.56667,7
1.57500,6
1.58333,6
1.59167,6
1.60000,7
1.60833,8
1.61667,8
1.62500,8
1.63333,9
1.64167,9
1.65000,8
1.65833,8
1.66667,8
1.67500,8
1.68333,8
1.69167,8
1.70000,7
1.70833,7
1.71667,7
1.72500,7
1.73333,9
1.74167,8
1.75000,7
1.75833,7
1.76667,8
