[Header]
Application Name,LabSolutions
Version,5.97 SP1
Data File Name,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_007.lcd
Output Date,9/8/2023
Output Time,10:54:59 PM

[File Information]
Type,Data File
Generated,9/8/2023 10:04:37 PM
Generated by,System Administrator
Modified,9/8/2023 10:54:59 PM
Modified by,System Administrator

[Sample Information]
Operator Name,System Administrator
Acquired,9/8/2023 10:04:58 PM
Sample Type,0:Unknown
Level,0
Sample Name,230908_NCM3722_2_1
Sample ID,001
ISTD Amount1,1
ISTD Amount2,1
ISTD Amount3,1
ISTD Amount4,1
ISTD Amount5,1
ISTD Amount6,1
ISTD Amount7,1
ISTD Amount8,1
ISTD Amount9,1
ISTD Amount10,1
ISTD Amount11,1
ISTD Amount12,1
ISTD Amount13,1
ISTD Amount14,1
ISTD Amount15,1
ISTD Amount16,1
ISTD Amount17,1
ISTD Amount18,1
ISTD Amount19,1
ISTD Amount20,1
ISTD Amount21,1
ISTD Amount22,1
ISTD Amount23,1
ISTD Amount24,1
ISTD Amount25,1
ISTD Amount26,1
ISTD Amount27,1
ISTD Amount28,1
ISTD Amount29,1
ISTD Amount30,1
ISTD Amount31,1
ISTD Amount32,1
Sample Amount,1
Dilution Factor,1
Vial#,6
Injection Volume,20

[Original Files]
Data File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM_982023_001_007.lcd
Method File,C:\Users\cremerlab\Desktop\Richa\organic_acids_excretion.lcm
Batch File,C:\Users\cremerlab\Desktop\Richa\Sep 9th 2023 scfa yield minimal medium\2.5mM\scfa yield simple medium 2.5mM.lcb
Report Format File,c:\LabSolutions\System\DEFAULT.lsr

[File Description]


[Configuration]
Instrument Name,HPLC-PC-Instrument1
Instrument #,1
Line #,1
# of Detectors,2
Detector ID,Detector A,Detector B
Detector Name,Detector A,Detector B
# of Channels,1,1

[LC Chromatogram(Detector A-Ch1)]
Interval(msec),500
# of Points,6001
Start Time(min),0.000
End Time(min),50.000
Intensity Units,mV
Intensity Multiplier,0.001
Wavelength(nm),254nm
R.Time (min),Intensity
0.00000,11
0.00833,11
0.01667,1
0.02500,1
0.03333,1
0.04167,1
0.05000,1
0.05833,1
0.06667,1
0.07500,1
0.08333,0
0.09167,0
0.10000,0
0.10833,1
0.11667,1
0.12500,1
0.13333,1
0.14167,1
0.15000,1
0.15833,1
0.16667,2
0.17500,2
0.18333,2
